"FOLIO","TIPO SERVICIO","ESTATUS","ZONA","FECHA SERVICIO","OPERADOR","TECNICO","COMPAÑIA","TIENDA","MARCA","MODELO","NUMERO DE SERIE","COMENTARIOS","COMENTARIOS","COMENTARIOS"
"200230","Icon","Terminada","Foraneo","2020-02-19","cristina","Xalapa-Isau Marin","liverpool","xalapa - 82","nordic track","25049","MM230C502769","","",""
"200229","Icon","Terminada","Local","2020-02-21","jessica","ROGELIO.O","liverpool","insurgentes - 2","proform","PFTL49616-MX","MM440C0301389","19/02/2020","confirmado con saul cardenas para viernes 21/02/2020 entre 2 y 6pm//  pasar como ultimo servicio y llamar 1 hr antes",""
"200228","Icon","Terminada","Foraneo","2020-02-19","cristina","Xalapa-Isau Marin","liverpool","xalapa - 82","nordic track","otro","MM941R0700483","","24035",""
"200227","Icon","Espera de refacciones","Foraneo","2020-02-19","victor","Aguascaliente- Jose Gomez","liverpool","liverpool","nordic track","NTL59417","KK640C0405377","VERSION 4","",""
"200226","Icon","Terminada","Local","2020-02-19","victor","VICTOR","liverpool","insurgentes - 2","golds gym","ggsy29013","","","",""
"200225","Icon","Terminada","Local","2020-02-25","jessica","JUAN.GONZALEZ","liverpool","parque delta - 81","nordic track","25049","MM830C0504919","","confirmado entre  10 y  2  llamar  1hr antes de ir",""
"200224","Icon","Nueva","Foraneo","2020-02-25","cristina","Monterrey - Cesar Rodriguez","liverpool","monterrey galerias - 31","proform","PFTL49616-MX","","","",""
"200223","Tecnoservicio","Espera de refacciones","Local","2020-02-18","victor","DAVID.","otro","otro","otro","otro","NTL61011.4","CAM NORDICTRACK TIENE PROBLEMAS CON UNOS TORNILOS
REV $450.00","CAM NORDICTRACK TIENE PROBLEMAS CON UNOS TORNILOS
REV $450.00",""
"200222","Icon","Terminada","Local","2020-02-25","jessica","mauricioreyes","liverpool","centro - 1","nordic track","","MM941R0700414","","24035
confirmado entre 10 y  5 llamar  1hr antes de ir",""
"200221","Icon","Nueva","Foraneo","2020-02-24","cristina","Monterrey - Cesar Rodriguez","liverpool","monterrey galerias - 31","weslo","WLTL29816","","","",""
"200220","Icon","Nueva","Foraneo","2020-02-21","susana","San Luis Potosi-Pedro Montiel","liverpool","san luis potosi - 136","nordic track","25049","","","",""
"200219","Icon","Terminada","Foraneo","2020-02-19","victor","Puebla - Jose Luis Cruz","sams","sams","proform","otro","MM431N0000166","MODELO PFEL02917.0","",""
"200218","Icon","Terminada","Foraneo","2020-02-21","susana","Chihuahua - Eric Valenzuela","liverpool","insurgentes - 2","nordic track","25049","MM230C0502736","","",""
"200217","Icon","Alerta","Foraneo","2020-03-04","victor","Morelia - Manuel Parrales","sams","sams","proform","otro","MM530C0303752","MODELO PFTL40917.3","",""
"200216","Icon","Espera de refacciones","Foraneo","2020-02-19","victor","Irapuato - Sergio Hernandez","liverpool","liverpool","nordic track","25027","KK740C0807292","VERSION 8","",""
"200215","Icon","Terminada","Foraneo","2020-03-02","victor","Irapuato - Sergio Hernandez","liverpool","liverpool","nordic track","otro","mm400g0600020","modelo 24035.6","",""
"200214","Icon","Espera de refacciones","Foraneo","2020-02-19","victor","NathanaelRguez","sears","sears","proform","PFEL55916","MM730G0602133","VERSION 6","",""
"200213","eComerce","Nueva","Local","2020-02-17","cristina","tecnico_ausente","otro","otro","otro","otro","","","VENTA DE FUNDA GRIS  UNIFITNESS $1650",""
"200212","Icon","Terminada","Local","2020-02-28","jessica","espera_de_partes","liverpool","liverpool","proform","PFTL49616-MX","MM440C0301531","","",""
"200211","Tecnoservicio","Terminada","Local","2020-02-21","cristina","VICENTE","otro","otro","otro","otro","23907","","LLAMAR 1 HORA ANTES DE IR / HORARIO DE 10 A 5/ MTTO  $750/ PASAR LO MAS TEMPRANO POSIBLE",""
"200210","Icon","Terminada","Foraneo","2020-02-19","jessica","Guadalajara-Zamaniego","sears","guadalajara hemisferia - 226","proform","PFTL60916","Mm030c0511425","","",""
"200209","Tecnoservicio","Terminada","Local","2020-02-17","maya","tecnico_ausente","otro","otro","otro","otro","","","VENTA DE LUBRICANTES $ 600",""
"200208","Tecnoservicio","Terminada","Local","2020-02-17","jessica.yanez","tecnico_ausente","otro","otro","otro","otro","","","*Venta de lubricante *",""
"200207","Icon","Terminada","Foraneo","2020-02-19","Yuridia.Rivas","Monterrey - Cesar Rodriguez","sears","galerías monterrey  - 117","proform","PFTL34616","mm820c0210930","","",""
"200206","eComerce","Terminada","Local","2020-02-17","cristina","tecnico_ausente","otro","otro","otro","otro","","Venta #2000000318347768 | 15 de febrero de 2020 22:20 hs.","Triciclo Schwinn Original Acabado Fino Personaliza La Placa $ 2090",""
"200205","Icon","Nueva","Foraneo","2020-02-19","cristina","Guadalajara-Zamaniego","sears","guadalajara plaza - 109","proform","PFTL34616","","","",""
"200204","Icon","Terminada","Local","2020-02-25","jessica","mauricioreyes","sears","san angel - 128","proform","PFEL55916","MM730G0602286","","confirmado entre  10 y 5 llamar  1hr antes de ir",""
"200203","Icon","Terminada","Foraneo","2020-02-19","jessica","TolucaJuanCarlos","marti","toluca  - 4164","proform","PFEL55916","MM820G0600828","falta porta tablet  mm820g0600828  pza 121","",""
"200202","Icon","Terminada","Local","2020-02-19","jessica","VICTOR","marti","universidad - 4102","proform","PFEL55916","","","",""
"200201","Tecnoservicio","Terminada","Local","2020-02-26","maya","JAVIER","liverpool","leon - 71","nordic track","otro","970PRO / 25049.5","","Reparación sin costo / IMPORTANTE LLAMAR 1HR ANTES DE IR",""
"200200","Icon","Nueva","Foraneo","2020-02-19","maya","Chetumal- Javier Lazcano","liverpool","cancun - 75","nordic track","25027","","","",""
"200199","Tecnoservicio","Terminada","Local","2020-03-02","maya","DAVID.","liverpool","coapa - 6","nordic track","NTL14215","NTL14216.1","","REPARACIÓN SIN COSTO  ( CAMBIO DE CONSOLA )  / IMPORTANTE LLAMAR 1HR ANTES DE IR",""
"200198","Icon","Terminada","Local","2020-02-25","jessica.yanez","Fernando_Ramirez","sears","nezahualcotl -119","proform","PFTL60916","MM930C0500073","18/02","confirmado entre  10 y  5 llamar  1hr antes de ir",""
"200197","Icon","Nueva","Foraneo","2020-02-18","jessica","San Luis Potosi-Pedro Montiel","liverpool","f. f. san luis potosi - 36","nordic track","NTEL05917","","","",""
"200196","Icon","Terminada","Local","2020-02-28","jessica","ISAIT","liverpool","tlanepantla - 186","nordic track","24860","mm641h1b00165","18/02/2020","CONFIRMADO LLAMAR 1 HORA ANTES DE LLEGAR/ PASAR ENTRE 10 y  5",""
"200195","Icon","Nueva","Foraneo","2020-02-19","jessica","Guadalajara-Zamaniego","liverpool","tlaquepaque - 70","proform","PFEL03916","","","",""
"200194","Icon","Terminada","Local","2020-02-20","jessica","Fernando_Ramirez","liverpool","ecatepec - 80","golds gym","ggsy29013","MM540T101292","","CONFIRMADO ENTRE 10 Y 4  / IMPORTANTE LLAMAR 1HR ANTES DE IR",""
"200193","Icon","Terminada","Local","2020-02-25","susana","JUAN.GONZALEZ","liverpool","centro - 1","nordic track","24860","MM051H1B00102","18/02/2020","llamar 1 hora antes de llegar",""
"200192","Icon","Nueva","Foraneo","2020-02-18","jessica","Chetumal- Javier Lazcano","liverpool","chetumal - 79","proform","24850","","","",""
"200191","Icon","Terminada","Local","2020-02-21","jessica","CARLOS","fabricas de francia","parque las antenas - 456","proform","otro","MM050G0103430","18/02","PFEL62919
confirmado entre  10 y  5 llamar  1hr antes de ir",""
"200190","Icon","Terminada","Foraneo","2020-02-18","susana","Merida-Gabriel Hernandez","liverpool","merida - 76","proform","PFTL49616-MX","MM430C0303795","","49616",""
"200189","Icon","Nueva","Foraneo","2020-02-20","susana","Leon Guanajuato - Julio","sears","plaza leon - 211","proform","PFTL80916","","","",""
"200188","Icon","Terminada","Foraneo","2020-02-18","susana","Irapuato - Sergio Hernandez","sears","irapuato - 304","proform","PFTL60916","","","",""
"200187","Icon","Terminada","Local","2020-02-20","jessica","JAVIER","otro","otro","proform","otro","MM400C0109579","","PFTL13017/ CONFIRMADO/ LLAMAR 1HR ANTES DE IR / ENTRE 10 Y 5",""
"200186","Icon","Espera de refacciones","Local","2020-02-18","jessica","espera_de_partes","sams","sams","proform","otro","mm800g0300858","","pfel02917",""
"200185","Icon","Terminada","Foraneo","2020-02-18","jessica","amado","liverpool","liverpool","proform","PFEL03916","MM840G0102427","","",""
"200184","Icon","Terminada","Foraneo","2020-02-18","jessica","Guadalajara-Zamaniego","sears","sears","proform","PFTL60916","Mm720c0511939","por internet","",""
"200183","Icon","Nueva","Foraneo","2020-02-19","susana","Merida- Genaro mendoza","sears","merida la plaza - 215","proform","PFTL34616","","","",""
"200182","Icon","Nueva","Foraneo","2020-02-18","jessica","Merida- Genaro mendoza","sears","merida las americas - 263","proform","PFTL34616","","","",""
"200181","Icon","Nueva","Foraneo","2020-02-18","jessica","Tijuana-Isidro Gonzalez","sears","rio - 51 ","proform","otro","","","PFTL50717",""
"200180","Icon","Nueva","Foraneo","2020-02-18","jessica","Puebla - Jose Luis Cruz","sams","puebla (capu) - 6263","weider","otro","","","14922",""
"200179","Icon","Nueva","Foraneo","2020-02-18","jessica","Puebla - Jose Luis Cruz","sams","puebla (capu) - 6263","proform","otro","","","PFEL02917",""
"200178","Icon","Terminada","Foraneo","2020-02-18","jessica","Queretaro - Jorge Martinez","liverpool","paseo queretaro - 455","nordic track","24860","KK741R0900677","","",""
"200177","Icon","Nueva","Foraneo","2020-02-18","susana","Monterrey - Cesar Rodriguez","sears","galerías monterrey  - 117","proform","PFTL34616","","","",""
"200176","Icon","Nueva","Foraneo","2020-02-18","jessica","Queretaro - Jorge Martinez","sears","queretaro - 224","weider","WEBE99712","","","",""
"200175","Icon","Terminada","Foraneo","2020-02-18","jessica","Guadalajara-Zamaniego","liverpool","guadalajara - 78","proform","24850","Mm640c0017286","","",""
"200174","Icon","Terminada","Foraneo","2020-02-18","jessica","Chetumal- Javier Lazcano","liverpool","playa del carmen - 307","weslo","WLTL29816","MM641H2B00373","","",""
"200173","Icon","Terminada","Foraneo","2020-02-18","jessica","Guadalajara-Zamaniego","marti virtual","marti virtual","proform","otro","Mm740c0010662","","PFTL79117",""
"200172","Icon","Nueva","Local","2020-02-20","jessica","VICTOR","liverpool","tlanepantla - 186","nordic track","24860","","","",""
"200171","Icon","Terminada","Local","2020-02-24","jessica","gustavo","liverpool","tlanepantla - 186","nordic track","otro","MM941R0700439","","24035
confirmado entre  10 y 5 llamar  1hr antes de ir",""
"200170","Icon","Terminada","Local","2020-02-21","jessica","GERONIMO","liverpool","tlanepantla - 186","nordic track","24860","MM051H1B00066.11","","confirmado entre  10 y  5 llamar  1hr antes de ir",""
"200169","Icon","Nueva","Foraneo","2020-02-18","jessica","Xalapa- Enrique Corona","marti","jalapa las américas - 4197","proform","otro","","","PFTL50717",""
"200168","Icon","Terminada","Local","2020-02-25","jessica","JUAN.GONZALEZ","marti virtual","marti virtual","proform","otro","MM821N0100482","18/02/2020","PFEL04817/ llamar 1 hora antes de llegar",""
"200167","Icon","Nueva","Foraneo","2020-02-18","jessica","Veracruz - Martin Gonzalez","sears","veracruz plaza - 219","proform","PFTL34616","","","",""
"200166","Icon","Terminada","Local","2020-02-18","jessica","ROGELIO.O","marti","bolivar - 4118","proform","otro","MM821N0100520","","pfel04817/ confirmado / llamar 1hr antes de ir / entre 10 y 5",""
"200165","Icon","Terminada","Local","2020-02-19","susana","DAVID.","liverpool","perisur - 5","nordic track","","mm830c0504962","","24035/confirmado entre  10 y  5 llamar  1hr antes",""
"200164","eComerce","Nueva","Local","2020-02-14","cristina","tecnico_ausente","otro","otro","otro","otro","","","VENTA DE RASURADORA $100",""
"200163","eComerce","Nueva","Local","2020-02-14","cristina","tecnico_ausente","otro","otro","otro","otro","","","VENTA DE 2 RASURADORAS $100 C/ U =$200",""
"200162","eComerce","Nueva","Local","2020-02-14","cristina","tecnico_ausente","otro","otro","otro","otro","","","VENTA DE RASURADORA $100",""
"200161","eComerce","Nueva","Local","2020-02-14","cristina","tecnico_ausente","otro","otro","otro","otro","","","VENTA DE RASURADORA $100",""
"200160","Icon","Terminada","Foraneo","2020-02-18","Yuridia.Rivas","Villahermosa - Hector Ramirez","sears"," villahermosa - 240","proform","PFTL34616","","","",""
"200159","Icon","Terminada","Local","2020-02-18","cristina","JUAN.GONZALEZ","liverpool","liverpool","proform","","MM150C0007164","antenas 456
18/2","pftl39519/ CONFIRMADO / LLAMAR 1HRT ANTES DE IR / ENTRE 10 Y 5",""
"200158","Icon","Terminada","Local","2020-02-20","Yuridia.Rivas","RICARDO HDZ","liverpool","cuernavaca - 77","proform","PFTL60916","MM510C0500706","","CONFIRMADO / LLAMAR 1HR ANTES DE IR / ENTRE 1 Y 5",""
"200157","Icon","Terminada","Local","2020-02-25","susana","ISMAEL AMBROSIO","liverpool","parque delta - 81","nordic track","","MM230G0605204","","24035
confirmado entre 10 y  2 llamar  1hr antes de ir",""
"200156","Icon","Nueva","Local","2020-02-14","cristina","tecnico_ausente","otro","otro","otro","otro","","","Venta de 2 rasuradoras $100  c/u = $200",""
"200155","eComerce","Terminada","Local","2020-02-18","cristina","VICENTE","otro","otro","otro","otro","","702-3981908-6401863 vie. 14 de febrero de 2020 13:03 CST","Nordictrack Bicicleta de Spinning   NTEX03917 $7990.00/ LLAMAR 1 HORA ANTES DE IR O MANDAR  MENSAJE /HORARIO  DE 10 A 5/ SUBIR 3 PISOS POR ESCALERA  / ARMADO $450",""
"200154","Icon","Nueva","Foraneo","2020-02-18","Yuridia.Rivas","Merida-Gabriel Hernandez","liverpool","liverpool","weslo","WLTL29816","","liv la Isla Merida","",""
"200153","Icon","Nueva","Foraneo","2020-02-18","cristina","Tijuana-Isidro Gonzalez","sears","rio - 51 ","proform","PFTL34616","","","",""
"200152","Icon","Terminada","Local","2020-02-17","ARTURO44","DAVID.","liverpool","perisur - 5","proform","","mm150c0006930","PFTL39519","LLAMAR 1 HORA ANTES 9 A 2 PM",""
"200151","Icon","Nueva","Foraneo","2020-02-19","Yuridia.Rivas","Veracruz - Martin Gonzalez","sears","nuevo veracruz - 239","proform","PFTL60916","","","",""
"200150","Icon","Terminada","Local","2020-02-21","Yuridia.Rivas","CARLOS","liverpool","tezontle - 87","proform","PFTL49616-MX","MM110C0300596","18/02","confirmado entre 10 y  5 llamar  1hr antes de ir",""
"200149","Icon","Terminada","Local","2020-02-17","Yuridia.Rivas","ISAIT","sears","coacalco - 116","proform","PFTL34616","mm810c0209298","","llamar 1 hora antes de llegar",""
"200148","Icon","Nueva","Foraneo","2020-02-18","susana","Merida- Genaro mendoza","sears","merida la plaza - 215","proform","PFTL34616","","","",""
"200147","Icon","Nueva","Foraneo","2020-02-25","jessica.yanez","San Luis Potosi-Pedro Montiel","sears","san luis potosi - 241","proform","PFTL60916","","","",""
"200146","Icon","Terminada","Local","2020-02-25","susana","ISAIT","liverpool","coacalco - 180","weslo","WLTL29816","mm641h2b00141","21/02/2020","confirmado llamar 1 hora antes de llegar",""
"200145","Icon","Nueva","Foraneo","2020-02-18","Yuridia.Rivas","Merida-Gabriel Hernandez","liverpool","liverpool","proform","PFEL03916","","liv merida la isla","",""
"200144","Icon","Terminada","Local","2020-02-25","susana","rojasoscar","sears","tlanepantla - 126","proform","PFTL34616","MM810C0209299","18/02/2020","llamar 1 hora antes de llegar",""
"200143","Icon","Cancelada","Local","2020-02-18","susana","VICTOR","sears","tlanepantla - 126","proform","PFTL34616","","","",""
"200142","Icon","Terminada","Foraneo","2020-02-18","susana","Durango - Carlos Salinas","liverpool","durango - 89","proform","","MM150C0006782","","pftl39519",""
"200141","Tecnoservicio","Nueva","Local","2020-02-18","Yuridia.Rivas","DAVID.","otro","otro","epic","","","","revision $450/llamar 1 hora antes de llegar",""
"200140","Icon","Terminada","Local","2020-02-17","susana","RAMIRO","liverpool","coapa - 6","nordic track","","mm941r0700429","19/02/2020","24035/ llamar 1 hora antes de llegar",""
"200139","Icon","Cancelada","Local","2020-02-19","susana","VICTOR","liverpool","coapa - 6","nordic track","","","","24035",""
"200138","Icon","Terminada","Local","2020-02-21","susana","CARLOS","liverpool","coapa - 6","weslo","WLTL29816","MM630C0A09106","","CONFIRMADO ENTRE 10 Y 2 / IMPORTANTE LLAMAR 1HR ANTES DE IR",""
"200137","Icon","Nueva","Foraneo","2020-02-18","cristina","Merida-Gabriel Hernandez","liverpool","liverpool","nordic track","24860","","cabo norte merida 458","",""
"200136","Icon","Cancelada","Local","2020-02-19","OSCARADMIN","VICTOR","sears","tezontle - 118","proform","PFTL34616","","","",""
"200135","Icon","Terminada","Local","2020-02-24","maya","GERONIMO","liverpool","parque delta - 81","nordic track","otro","MM941R0700465.7","19/2","24035/ LLAMAR 1HR ANTES DE IR / ENTRE 10 Y 5 / CONFIRMADO",""
"200134","Icon","Nueva","Local","2020-02-18","cristina","GERONIMO","liverpool","interlomas - 103","nordic track","otro","","","ntl17919/ llamar 1 hora antes de ir/ horario de 10 a 5",""
"200133","Icon","Nueva","Local","2020-02-18","OSCARADMIN","VICTOR","liverpool","tezontle - 87","nordic track","21918","","","",""
"200132","Icon","Nueva","Foraneo","2020-02-18","cristina","TolucaJuanCarlos","liverpool","metepec - 74","proform","otro","","","PFTL39519",""
"200131","Icon","Terminada","Local","2020-02-24","OSCARADMIN","CARLOS","liverpool","tezontle - 87","nordic track","25049","MM230C0502716","18/2","CONFIRMADO / LLAMAR 1HR ANTES DE IR / ENTRE 10 Y 5",""
"200130","Icon","Terminada","Local","2020-02-28","OSCARADMIN","JUAN.GONZALEZ","liverpool","tezontle - 87","proform","otro","MM150C0007134","","PFTL39519/ CONFIRMADO / LLAMAR 1HR ANTES DE IR / ENTRE 10 Y 5",""
"200129","Icon","Terminada","Local","2020-02-18","OSCARADMIN","Fernando_Ramirez","liverpool","tezontle - 87","proform","pftl39513","MM150C0007010","18/02/2020","PFTL39519 ES EL MODELO/pasar entre 10 y 2 pm llamar 1 hora antes de ir",""
"200128","Icon","Terminada","Local","2020-02-17","OSCARADMIN","ABRAHAM","liverpool","tezontle - 87","nordic track","24055","mm941r0700417","18/02/2020","llamar 1 hora antes de llegar",""
"200127","Icon","Terminada","Local","2020-02-14","cristina","ISMAEL AMBROSIO","liverpool","cd jardin - 170","proform","otro","MM150C0006862","","PFTL39519",""
"200126","Icon","Terminada","Local","2020-02-22","OSCARADMIN","ISMAEL AMBROSIO","liverpool","tezontle - 87","proform","","MM150C0007091","18/02/2020","PFEL62919/ CONFIRMADO LLAMAR 1 HORA ANTES DE LLEGAR",""
"200125","Icon","Terminada","Local","2020-02-21","cristina","ISAIT","sears","nezahualcotl -119","proform","PFTL34616","mm810c0209378","18/02","IMPORTANTE  LLAMAR 1 HORA ANTES DE IR / HORARIO DE 10 A 5",""
"200124","Icon","Terminada","Local","2020-02-24","cristina","rojasoscar","sears","nezahualcotl -119","proform","PFTL60916","MM930C0500030","18/02","LLAMAR 1 HORA ANTES DE IR / HORARIO DE 10 A 5",""
"200123","Icon","Terminada","Local","2020-02-17","cristina","ISAIT","sears","ecatepec las americas - 115","proform","PFTL34616","mm810c0209375","","LLAMAR 1 HORA ANTES DE IR / HORARIO DE 10 A 5",""
"200122","Icon","Nueva","Foraneo","2020-02-18","cristina","Monterrey - Reynaldo Saldivar","liverpool","monterrey valle - 45","proform","otro","","pftl39519.0","",""
"200121","Icon","Terminada","Local","2020-02-27","Yuridia.Rivas","gustavo","liverpool","lindavista - 83","nordic track","NTEL05917","MM840G0807847","","confirmado entre  10 y  5 llamar  1hr antes ir",""
"200120","Icon","Terminada","Local","2020-02-18","cristina","VICTOR","liverpool","tezontle - 87","nordic track","24860","","","",""
"200119","Icon","Nueva","Foraneo","2020-02-19","susana","Veracruz - Martin Gonzalez","marti","veracruz  - 4180","proform","otro","","","PFEL04817",""
"200118","Icon","Terminada","Foraneo","2020-02-19","cristina","Chihuahua - Eric Valenzuela","liverpool","chihuahua - 42","proform","24850","MM820C0512410","","",""
"200117","eComerce","Terminada","Local","2020-02-14","cristina","tecnico_ausente","otro","otro","otro","otro","","Venta #2325802884 | 14 de febrero de 2020 12:20 hs.","Bandas Para Caminadoras Gold's Gym Y Todas Las Marcas . #263241  $ 3390",""
"200116","Icon","Nueva","Foraneo","2020-02-18","susana","Leon Guanajuato - Julio","liverpool","leon - 71","nordic track","25049","","","Armado en tienda para cliente",""
"200115","Icon","Nueva","Foraneo","2020-02-18","susana","Veracruz - Martin Gonzalez","liverpool","veracruz - 73","weslo","WLTL29816","","","",""
"200114","Icon","Terminada","Foraneo","2020-02-18","susana","Veracruz - Martin Gonzalez","liverpool","veracruz - 73","proform","otro","MM150C0006698","","pftl39519",""
"200113","Icon","Terminada","Local","2020-02-18","cristina","VICTOR","liverpool","insurgentes - 2","nordic track","25049","","","",""
"200112","Icon","Nueva","Foraneo","2020-02-19","susana","Veracruz - Martin Gonzalez","liverpool","veracruz - 73","proform","otro","","","pftl39519",""
"200111","Icon","Terminada","Local","2020-02-25","cristina","ISMAEL AMBROSIO","liverpool","insurgentes - 2","proform","otro","MM050G0103431","18/02/2020","pfel62919/llamar 1 hora antes de llegar",""
"200110","Tecnoservicio","Nueva","Local","2020-02-17","OSCARADMIN","VICENTE","otro","otro","otro","otro","","","revision $450 no da resistencia pasar entre 10 y 2",""
"200109","Icon","Nueva","Foraneo","2020-02-19","susana","Veracruz - Martin Gonzalez","liverpool","veracruz - 73","proform","","","","pftl39519",""
"200108","Icon","Nueva","Foraneo","2020-02-25","Yuridia.Rivas","Oaxaca - Andrea Silva","sears","oaxaca - 214","proform","PFTL34616","","","",""
"200107","Icon","Terminada","Foraneo","2020-02-18","cristina","Tepic-Antonio Ayon","liverpool","tepic -80","nordic track","24860","","","",""
"200106","Icon","Terminada","Local","2020-02-19","Yuridia.Rivas","CARLOS","liverpool","satelite - 4","nordic track","NTL59417","MM051H1500211","18/2","CONFIRMADO / LLAMAR 1HR ANTES DE IR / ENTRE 10 Y 5",""
"200105","Icon","Terminada","Local","2020-03-02","cristina","CARLOS","sears","sears","proform","PFTL34616","MM730C0406759","4 CAMINOS/18/02","LLAMARA 1 HORA ANTES DE IR / HORARIO DE 10 A 5",""
"200104","Icon","Nueva","Foraneo","2020-02-18","Yuridia.Rivas","Guadalajara-Zamaniego","liverpool","tlaquepaque - 70","proform","PFTL49616-MX","","","",""
"200103","Icon","Terminada","Local","2020-02-17","maya","RAMIRO","sears","villacoapa - 107","proform","","mm820g0002821","","",""
"200102","Icon","Terminada","Foraneo","2020-02-18","Yuridia.Rivas","Xalapa-Isau Marin","liverpool","xalapa - 82","nordic track","","MM830C0306827","ntl17919","",""
"200101","Icon","Terminada","Foraneo","2020-02-18","susana","Monterrey - Cesar Rodriguez","liverpool","monterrey valle - 45","nordic track","25049","mm330c0504969","","",""
"200100","eComerce","Terminada","Local","2020-02-14","cristina","tecnico_ausente","otro","otro","otro","otro","","vie. 14 de febrero de 2020 7:08 CST  702-0827314-7264246","Entrenamiento Funcional y Crossfit  WSUS13 $899",""
"200099","Icon","Nueva","Foraneo","2020-02-19","cristina","Monterrey - Reynaldo Saldivar","sears","monterrey citadel - 232","proform","PFTL34616","","","",""
"200098","Icon","Terminada","Local","2020-02-24","Yuridia.Rivas","Miguel.Pescador","liverpool","insurgentes - 2","proform","","mm840g0102439","pfel62919
18/02/2020","llamar 1 hora antes de llegar/ entre 3 y 6 pm",""
"200097","Icon","Terminada","Foraneo","2020-02-18","Yuridia.Rivas","amado","liverpool","f. f. poza rica - 17","proform","PFEL03916","MM231R0305690","","",""
"200096","Icon","Terminada","Local","2020-02-24","cristina","ISMAEL AMBROSIO","liverpool","liverpool","proform","otro","MM050G0103411","456 LAS ANTENAS","PFEL62919/CONFIRMADO / LLAMAR 1HR ANTES DE IR / ENTRE 10 Y 5",""
"200095","Icon","Terminada","Local","2020-02-24","cristina","ISMAEL AMBROSIO","liverpool","liverpool","proform","","MM050G0103421","ANTENAS 456","PFEL62919/ CONFIRMADO / LLAMAR 1HR ANTES DE IR / ENTRE 10 Y 5",""
"200094","Tecnoservicio","Terminada","Local","2020-02-17","Yuridia.Rivas","JAVIER","otro","otro","nordic track","","","","se safaron tornillos Rev $450/llamar 1 hora antes de llegar",""
"200093","Icon","Nueva","Foraneo","2020-02-17","susana","Eduardo","sears","colima - 217","proform","PFTL34616","","","armado para cliente en tienda",""
"200092","Tecnoservicio","Terminada","Local","2020-02-14","OSCARADMIN","tecnico_ausente","otro","otro","otro","otro","","","VENTA DE CAJA DE LUBRICANTE 1200",""
"200091","Icon","Nueva","Foraneo","2020-02-18","Yuridia.Rivas","Leon Guanajuato - Julio","liverpool","leon sur - 166","nordic track","NTEL05917","","","",""
"200090","Icon","Terminada","Foraneo","2020-02-18","susana","TolucaJuanCarlos","liverpool","toluca- 140","nordic track","24860","MM641H1B00312","","",""
"200089","Icon","Terminada","Foraneo","2020-02-19","cristina","Martin-Coatzacoalcos","liverpool","coatzacoalcos - 85","nordic track","25027","MM940C0805154","","",""
"200088","Icon","Terminada","Foraneo","2020-02-18","susana","Queretaro - Horacio Flores","liverpool","san juan del rio - 311","proform","PFTL49616-MX","MM 140C0308533","","",""
"200087","Icon","Nueva","Foraneo","2020-02-19","cristina","Merida-Gabriel Hernandez","liverpool","merida - 76","proform","otro","","","pftl39519",""
"200086","Tecnoservicio","Terminada","Local","2020-02-24","Yuridia.Rivas","DAVID.","otro","otro","healthrider","","","","mantenimiento $750/ llamar 1 hora antes de llegar/ horario de 10 a 5",""
"200085","Icon","Terminada","Foraneo","2020-02-18","cristina","Merida-Gabriel Hernandez","liverpool","merida - 76","proform","otro","MM150C0007130","","pftl39519",""
"200084","Icon","Nueva","Foraneo","2020-02-18","cristina","Merida-Gabriel Hernandez","liverpool","merida - 76","weslo","WLTL29816","","","",""
"200083","Tecnoservicio","Terminada","Local","2020-02-14","Yuridia.Rivas","tecnico_ausente","otro","otro","otro","otro","","","venta y envio de banda de piso $2880+$300=3180",""
"200082","eComerce","Terminada","Local","2020-02-14","cristina","tecnico_ausente","otro","otro","otro","otro","","702-6397777-1357839  vie. 14 de febrero de 2020 3:34 CST","LUBRIGYM 3PACK",""
"200081","Tecnoservicio","Terminada","Local","2020-02-14","maya","tecnico_ausente","otro","otro","otro","otro","","","VENTA DE LUBRICANTES $1200",""
"200080","Tecnoservicio","Terminada","Local","2020-02-14","maya","tecnico_ausente","otro","otro","otro","otro","","","VENTA DE LUBRICANTES $ 1200",""
"200079","Tecnoservicio","Terminada","Local","2020-02-14","maya","tecnico_ausente","otro","otro","otro","otro","","","VENTA DE LUBRICANTES $1200",""
"200078","Tecnoservicio","Terminada","Local","2020-02-14","maya","tecnico_ausente","otro","otro","otro","otro","","","VENTA DE LUBRICANTE $100",""
"200077","Tecnoservicio","Terminada","Local","2020-02-14","maya","tecnico_ausente","otro","otro","otro","otro","","","VENTA DE LUBRICANTES $200",""
"200076","Icon","Nueva","Local","2020-02-18","cristina","RAMIRO","sears","las antenas - 258","proform","PFTL34616","","","llamar 1 hora antes de ir / horario de 10 a 5",""
"200075","Tecnoservicio","Cancelada","Local","2020-02-17","Yuridia.Rivas","tecnico_ausente","otro","otro","proform","","","","revision $450/ llamar 1 hora antes de llegar",""
"200074","Icon","Nueva","Foraneo","2020-02-21","Yuridia.Rivas","San Luis Potosi-Pedro Montiel","sears","san luis potosi - 241","proform","PFTL80916","","","",""
"200073","Icon","Nueva","Foraneo","2020-02-21","Yuridia.Rivas","San Luis Potosi-Pedro Montiel","sears","san luis potosi - 241","proform","PFEX52715","","","",""
"200072","Icon","Nueva","Foraneo","2020-02-21","Yuridia.Rivas","San Luis Potosi-Pedro Montiel","sears","san luis potosi - 241","proform","PFTL80916","","","",""
